driver,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,nationality,constructor,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_teams
sala,1989,13,estoril,True,False,False,False,False,Spanish,minardi,9,12,1,0,26,1,0,25,3,0,13,2.376,30,,0
johansson,1989,13,estoril,True,False,False,False,False,Swedish,onyx,12,3,2,0,20,2,0,18,2,0,14,2.637,33,,0
piquet,1989,13,estoril,True,False,False,False,False,Brazilian,team_lotus,20,20,9,0,7,9,0,7,9,0,7,3.014,37,0.0,0
satoru_nakajima,1989,13,estoril,True,False,False,False,False,Japanese,team_lotus,25,7,0,0,27,0,0,26,9,0,7,3.697,36,,0
palmer,1989,13,estoril,True,False,False,False,False,British,tyrrell,18,6,1,0,25,1,0,23,12,0,5,2.9360000000000004,32,0.0,0
boutsen,1989,13,estoril,True,False,False,False,False,Belgian,williams,8,16,24,1,5,20,1,5,52,1,2,2.333,32,,0
patrese,1989,13,estoril,True,False,False,False,False,Italian,williams,6,15,28,0,4,25,0,4,52,1,2,1.8130000000000002,35,0.0,0
cheever,1989,14,jerez,True,False,False,False,False,American,arrows,22,11,6,0,9,6,0,9,12,0,6,3.438,31,,0
warwick,1989,14,jerez,True,False,False,False,False,British,arrows,16,9,6,0,12,6,0,11,12,0,6,2.931,35,0.0,0
nannini,1989,14,jerez,True,False,False,False,False,Italian,benetton,14,23,17,0,6,14,0,6,22,0,4,2.8139999999999996,30,,0
pirro,1989,14,jerez,True,False,False,False,False,Italian,benetton,10,12,0,0,28,0,0,28,22,0,4,2.276,27,,0
brundle,1989,14,jerez,True,False,False,False,False,British,brabham,8,14,2,0,23,2,0,22,6,0,10,1.8419999999999999,30,0.0,0
modena,1989,14,jerez,True,False,False,False,False,Italian,brabham,12,24,4,0,17,4,0,16,6,0,10,2.535,26,,0
caffi,1989,14,jerez,True,False,False,False,False,Italian,dallara,23,13,4,0,18,4,0,17,8,0,8,3.472,25,,0
cesaris,1989,14,jerez,True,False,False,False,False,Italian,dallara,15,7,4,0,15,4,0,14,8,0,8,2.895,30,,0
berger,1989,14,jerez,True,False,False,False,False,Austrian,ferrari,2,2,15,1,7,6,0,8,53,3,2,0.27399999999999997,30,,0
alliot,1989,14,jerez,True,False,False,False,False,French,larrousse,5,6,0,0,29,0,0,0,0,0,16,1.4169999999999998,35,0.0,0
grouillard,1989,14,jerez,True,False,False,False,False,French,ligier,24,18,1,0,24,1,0,23,3,0,14,3.64,31,0.0,0
capelli,1989,14,jerez,True,False,False,False,False,Italian,march,19,20,0,0,30,0,0,29,4,0,12,3.11,26,,0
gugelmin,1989,14,jerez,True,False,False,False,False,Brazilian,march,26,15,4,0,16,4,0,15,4,0,12,4.416,26,0.0,0
prost,1989,14,jerez,True,False,False,False,False,French,mclaren,3,3,75,4,1,71,4,1,128,9,1,1.077,34,0.0,0
senna,1989,14,jerez,True,False,False,False,False,Brazilian,mclaren,1,1,51,5,2,51,5,2,128,9,1,0.0,29,0.5,0
martini,1989,14,jerez,True,False,False,False,False,Italian,minardi,4,19,4,0,19,2,0,19,5,0,11,1.188,28,,0
sala,1989,14,jerez,True,False,False,False,False,Spanish,minardi,20,16,1,0,26,1,0,26,5,0,11,3.1519999999999997,30,,0
piquet,1989,14,jerez,True,False,False,False,False,Brazilian,team_lotus,7,8,9,0,8,9,0,7,9,0,7,1.631,37,0.0,0
satoru_nakajima,1989,14,jerez,True,False,False,False,False,Japanese,team_lotus,18,26,0,0,27,0,0,27,9,0,7,3.0180000000000002,36,,0
alesi,1989,14,jerez,True,False,False,False,False,French,tyrrell,9,4,5,0,13,5,0,12,13,0,5,2.072,25,0.0,0
palmer,1989,14,jerez,True,False,False,False,False,British,tyrrell,13,10,2,0,22,1,0,25,13,0,5,2.761,32,0.0,0
boutsen,1989,14,jerez,True,False,False,False,False,Belgian,williams,21,17,24,1,5,24,1,5,52,1,3,3.366,32,,0
patrese,1989,14,jerez,True,False,False,False,False,Italian,williams,6,5,28,0,4,28,0,4,52,1,3,1.486,35,,0
cheever,1989,15,suzuka,False,False,False,False,True,American,arrows,24,8,6,0,10,6,0,9,12,0,6,5.47,31,,0
warwick,1989,15,suzuka,False,False,False,False,True,British,arrows,25,6,6,0,13,6,0,12,12,0,6,5.558,35,0.0,0
nannini,1989,15,suzuka,False,False,False,False,True,Italian,benetton,6,1,17,0,7,17,0,6,22,0,4,3.062,30,0.5,0
pirro,1989,15,suzuka,False,False,False,False,True,Italian,benetton,22,19,0,0,29,0,0,28,22,0,4,5.022,27,0.0,0
brundle,1989,15,suzuka,False,False,False,False,True,British,brabham,13,5,2,0,23,2,0,23,6,0,10,4.141,30,0.0,0
modena,1989,15,suzuka,False,False,False,False,True,Italian,brabham,9,13,4,0,17,4,0,17,6,0,10,3.417,26,0.0,0
caffi,1989,15,suzuka,False,False,False,False,True,Italian,dallara,15,9,4,0,18,4,0,18,8,0,8,4.447,25,0.0,0
cesaris,1989,15,suzuka,False,False,False,False,True,Italian,dallara,16,10,4,0,15,4,0,15,8,0,8,4.54,30,0.0,0
berger,1989,15,suzuka,False,False,False,False,True,Austrian,ferrari,3,18,21,1,6,15,1,7,59,3,2,2.146,30,0.0,0
mansell,1989,15,suzuka,False,False,False,False,True,British,ferrari,4,14,38,2,3,38,2,3,59,3,2,2.365,36,0.0,0
alliot,1989,15,suzuka,False,False,False,False,True,French,larrousse,8,17,1,0,27,0,0,29,1,0,16,3.295,35,,0
grouillard,1989,15,suzuka,False,False,False,False,True,French,ligier,23,20,1,0,24,1,0,24,3,0,14,5.337999999999999,31,,0
capelli,1989,15,suzuka,False,False,False,False,True,Italian,march,17,21,0,0,30,0,0,30,4,0,12,4.631,26,0.0,0
gugelmin,1989,15,suzuka,False,False,False,False,True,Brazilian,march,20,7,4,0,16,4,0,16,4,0,12,4.8389999999999995,26,0.0,0
prost,1989,15,suzuka,False,False,False,False,True,French,mclaren,2,12,76,4,1,75,4,1,141,10,1,1.73,34,,0
senna,1989,15,suzuka,False,False,False,False,True,Brazilian,mclaren,1,11,60,6,2,51,5,2,141,10,1,0.0,29,0.0,0
sala,1989,15,suzuka,False,False,False,False,True,Spanish,minardi,14,25,1,0,26,1,0,26,5,0,11,4.242,30,0.0,0
piquet,1989,15,suzuka,False,False,False,False,True,Brazilian,team_lotus,11,4,9,0,8,9,0,8,9,0,7,3.761,37,0.0,0
satoru_nakajima,1989,15,suzuka,False,False,False,False,True,Japanese,team_lotus,12,15,0,0,28,0,0,27,9,0,7,3.947,36,,0
alesi,1989,15,suzuka,False,False,False,False,True,French,tyrrell,18,16,8,0,9,5,0,13,16,0,5,4.668,25,,0
palmer,1989,15,suzuka,False,False,False,False,True,British,tyrrell,26,23,2,0,22,2,0,22,16,0,5,5.716,32,0.0,0
boutsen,1989,15,suzuka,False,False,False,False,True,Belgian,williams,7,3,24,1,5,24,1,5,54,1,3,3.283,32,,0
patrese,1989,15,suzuka,False,False,False,False,True,Italian,williams,5,2,30,0,4,28,0,4,54,1,3,2.895,35,0.0,0
cheever,1989,16,adelaide,False,True,False,False,False,American,arrows,22,9,6,0,11,6,0,10,13,0,6,3.2569999999999997,31,,0
warwick,1989,16,adelaide,False,True,False,False,False,British,arrows,20,20,7,0,10,6,0,13,13,0,6,2.9339999999999997,35,0.0,0
nannini,1989,16,adelaide,False,True,False,False,False,Italian,benetton,4,2,26,1,6,17,0,7,31,1,4,1.097,30,,0
pirro,1989,16,adelaide,False,True,False,False,False,Italian,benetton,13,5,0,0,29,0,0,29,31,1,4,2.552,27,,0
brundle,1989,16,adelaide,False,True,False,False,False,British,brabham,12,19,4,0,20,2,0,23,8,0,9,2.471,30,0.0,0
modena,1989,16,adelaide,False,True,False,False,False,Italian,brabham,8,8,4,0,17,4,0,17,8,0,9,2.085,26,,0
caffi,1989,16,adelaide,False,True,False,False,False,Italian,dallara,10,16,4,0,18,4,0,18,8,0,8,2.1919999999999997,25,,0
cesaris,1989,16,adelaide,False,True,False,False,False,Italian,dallara,9,18,4,0,15,4,0,15,8,0,8,2.1630000000000003,30,,0
berger,1989,16,adelaide,False,True,False,False,False,Austrian,ferrari,14,22,21,1,7,21,1,6,59,3,3,2.573,30,0.0,0
mansell,1989,16,adelaide,False,True,False,False,False,British,ferrari,7,14,38,2,3,38,2,3,59,3,3,1.6480000000000001,36,0.0,0
alliot,1989,16,adelaide,False,True,False,False,False,French,larrousse,19,21,1,0,27,1,0,27,1,0,16,2.903,35,0.0,0
arnoux,1989,16,adelaide,False,True,False,False,False,French,ligier,26,24,2,0,22,2,0,21,3,0,14,3.7260000000000004,41,0.0,0
grouillard,1989,16,adelaide,False,True,False,False,False,French,ligier,24,11,1,0,24,1,0,24,3,0,14,3.408,31,0.0,0
capelli,1989,16,adelaide,False,True,False,False,False,Italian,march,16,17,0,0,30,0,0,30,4,0,12,2.6039999999999996,26,,0
gugelmin,1989,16,adelaide,False,True,False,False,False,Brazilian,march,25,7,4,0,16,4,0,16,4,0,12,3.5260000000000002,26,0.0,0
prost,1989,16,adelaide,False,True,False,False,False,French,mclaren,2,25,76,4,1,76,4,1,141,10,1,0.738,34,0.0,0
senna,1989,16,adelaide,False,True,False,False,False,Brazilian,mclaren,1,15,60,6,2,60,6,2,141,10,1,0.0,29,0.0,0
martini,1989,16,adelaide,False,True,False,False,False,Italian,minardi,3,6,4,0,19,4,0,19,5,0,11,0.958,28,,0
piquet,1989,16,adelaide,False,True,False,False,False,Brazilian,team_lotus,18,12,12,0,8,9,0,8,12,0,7,2.727,37,0.0,0
satoru_nakajima,1989,16,adelaide,False,True,False,False,False,Japanese,team_lotus,23,4,0,0,28,0,0,28,12,0,7,3.4010000000000002,36,,0
alesi,1989,16,adelaide,False,True,False,False,False,French,tyrrell,15,23,8,0,9,8,0,9,16,0,5,2.594,25,0.0,0
boutsen,1989,16,adelaide,False,True,False,False,False,Belgian,williams,5,1,28,1,5,24,1,5,64,1,2,1.126,32,1.0,0
patrese,1989,16,adelaide,False,True,False,False,False,Italian,williams,6,3,36,0,4,30,0,4,64,1,2,1.162,35,,0
alboreto,1990,1,phoenix,False,True,False,False,True,Italian,arrows,21,10,0,0,0,0,0,0,0,0,0,3.284,33,,1
schneider,1990,1,phoenix,False,True,False,False,True,German,arrows,20,12,0,0,0,0,0,0,0,0,0,3.228,25,,1
nannini,1990,1,phoenix,False,True,False,False,True,Italian,benetton,22,11,0,0,0,0,0,0,0,0,0,3.32,30,,1
piquet,1990,1,phoenix,False,True,False,False,True,Brazilian,benetton,6,4,0,0,0,0,0,0,0,0,0,1.198,37,0.0,1
foitek,1990,1,phoenix,False,True,False,False,True,Swiss,brabham,23,19,0,0,0,0,0,0,0,0,0,3.734,24,,1
modena,1990,1,phoenix,False,True,False,False,True,Italian,brabham,10,5,0,0,0,0,0,0,0,0,0,1.463,26,,1
cesaris,1990,1,phoenix,False,True,False,False,True,Italian,dallara,3,21,0,0,0,0,0,0,0,0,0,0.355,30,,1
moreno,1990,1,phoenix,False,True,False,False,True,Brazilian,eurobrun,16,13,0,0,0,0,0,0,0,0,0,2.583,31,0.0,1
mansell,1990,1,phoenix,False,True,False,False,True,British,ferrari,17,17,0,0,0,0,0,0,0,0,0,2.699,36,,1
prost,1990,1,phoenix,False,True,False,False,True,French,ferrari,7,22,0,0,0,0,0,0,0,0,0,1.246,35,0.0,1
bernard,1990,1,phoenix,False,True,False,False,True,French,larrousse,15,8,0,0,0,0,0,0,0,0,0,2.562,25,0.0,1
suzuki,1990,1,phoenix,False,True,False,False,True,Japanese,larrousse,18,16,0,0,0,0,0,0,0,0,0,2.75,29,,1
capelli,1990,1,phoenix,False,True,False,False,True,Italian,leyton,26,23,0,0,0,0,0,0,0,0,0,4.38,26,,1
gugelmin,1990,1,phoenix,False,True,False,False,True,Brazilian,leyton,25,14,0,0,0,0,0,0,0,0,0,4.24,26,0.0,1
larini,1990,1,phoenix,False,True,False,False,True,Italian,ligier,13,25,0,0,0,0,0,0,0,0,0,1.76,25,,1
berger,1990,1,phoenix,False,True,False,False,True,Austrian,mclaren,1,18,0,0,0,0,0,0,0,0,0,0.0,30,,1
senna,1990,1,phoenix,False,True,False,False,True,Brazilian,mclaren,5,1,0,0,0,0,0,0,0,0,0,0.767,29,0.5,1
barilla,1990,1,phoenix,False,True,False,False,True,Italian,minardi,14,15,0,0,0,0,0,0,0,0,0,2.53,28,,1
martini,1990,1,phoenix,False,True,False,False,True,Italian,minardi,2,7,0,0,0,0,0,0,0,0,0,0.067,28,,1
grouillard,1990,1,phoenix,False,True,False,False,True,French,osella,8,20,0,0,0,0,0,0,0,0,0,1.2830000000000001,31,0.0,1
donnelly,1990,1,phoenix,False,True,False,False,True,British,team_lotus,19,26,0,0,0,0,0,0,0,0,0,2.986,25,,1
warwick,1990,1,phoenix,False,True,False,False,True,British,team_lotus,24,24,0,0,0,0,0,0,0,0,0,3.736,35,,1
alesi,1990,1,phoenix,False,True,False,False,True,French,tyrrell,4,2,0,0,0,0,0,0,0,0,0,0.7440000000000001,25,0.0,1
satoru_nakajima,1990,1,phoenix,False,True,False,False,True,Japanese,tyrrell,11,6,0,0,0,0,0,0,0,0,0,1.466,37,,1
boutsen,1990,1,phoenix,False,True,False,False,True,Belgian,williams,9,3,0,0,0,0,0,0,0,0,0,1.395,32,,1
patrese,1990,1,phoenix,False,True,False,False,True,Italian,williams,12,9,0,0,0,0,0,0,0,0,0,1.5490000000000002,35,,1
dalmas,1990,2,interlagos,True,False,False,False,False,French,ags,26,19,0,0,0,0,0,0,0,0,17,3.81,28,0.0,1
alboreto,1990,2,interlagos,True,False,False,False,False,Italian,arrows,23,22,0,0,10,0,0,0,0,0,8,3.6430000000000002,33,0.0,0
caffi,1990,2,interlagos,True,False,False,False,False,Italian,arrows,25,15,0,0,0,0,0,0,0,0,8,3.7880000000000003,26,0.0,1
nannini,1990,2,interlagos,True,False,False,False,False,Italian,benetton,15,10,0,0,11,0,0,0,3,0,4,2.778,30,0.0,0
piquet,1990,2,interlagos,True,False,False,False,False,Brazilian,benetton,13,6,3,0,4,0,0,0,3,0,4,2.352,37,0.0,0
foitek,1990,2,interlagos,True,False,False,False,False,Swiss,brabham,22,23,0,0,19,0,0,0,2,0,5,3.625,24,,0
modena,1990,2,interlagos,True,False,False,False,False,Italian,brabham,12,17,2,0,5,0,0,0,2,0,5,2.148,26,0.0,0
cesaris,1990,2,interlagos,True,False,False,False,False,Italian,dallara,9,26,0,0,21,0,0,0,0,0,13,1.848,30,0.0,0
morbidelli,1990,2,interlagos,True,False,False,False,False,Italian,dallara,16,14,0,0,28,0,0,0,0,0,13,2.887,22,0.0,1
mansell,1990,2,interlagos,True,False,False,False,False,British,ferrari,5,4,0,0,17,0,0,0,0,0,11,1.232,36,0.0,0
prost,1990,2,interlagos,True,False,False,False,False,French,ferrari,6,1,0,0,22,0,0,0,0,0,11,1.354,35,1.0,0
bernard,1990,2,interlagos,True,False,False,False,False,French,larrousse,11,24,0,0,8,0,0,0,0,0,7,2.129,25,0.0,0
suzuki,1990,2,interlagos,True,False,False,False,False,Japanese,larrousse,18,21,0,0,16,0,0,0,0,0,7,3.28,29,,0
alliot,1990,2,interlagos,True,False,False,False,False,French,ligier,10,12,0,0,0,0,0,0,0,0,15,2.032,35,0.0,1
larini,1990,2,interlagos,True,False,False,False,False,Italian,ligier,20,11,0,0,25,0,0,0,0,0,15,3.373,26,0.0,0
berger,1990,2,interlagos,True,False,False,False,False,Austrian,mclaren,2,2,0,0,18,0,0,0,9,1,1,0.611,30,,0
senna,1990,2,interlagos,True,False,False,False,False,Brazilian,mclaren,1,3,9,1,1,0,0,0,9,1,1,0.0,30,0.0,0
barilla,1990,2,interlagos,True,False,False,False,False,Italian,minardi,17,18,0,0,15,0,0,0,0,0,6,3.005,28,0.0,0
martini,1990,2,interlagos,True,False,False,False,False,Italian,minardi,8,9,0,0,7,0,0,0,0,0,6,1.7619999999999998,28,0.0,0
grouillard,1990,2,interlagos,True,False,False,False,False,French,osella,21,25,0,0,20,0,0,0,0,0,12,3.6069999999999998,31,0.0,0
donnelly,1990,2,interlagos,True,False,False,False,False,British,team_lotus,14,16,0,0,26,0,0,0,0,0,14,2.755,25,0.0,0
warwick,1990,2,interlagos,True,False,False,False,False,British,team_lotus,24,20,0,0,24,0,0,0,0,0,14,3.721,35,0.0,0
alesi,1990,2,interlagos,True,False,False,False,False,French,tyrrell,7,7,6,0,2,0,0,0,7,0,2,1.646,25,0.0,0
satoru_nakajima,1990,2,interlagos,True,False,False,False,False,Japanese,tyrrell,19,8,1,0,6,0,0,0,7,0,2,3.2910000000000004,37,,0
boutsen,1990,2,interlagos,True,False,False,False,False,Belgian,williams,3,5,4,0,3,0,0,0,4,0,3,0.873,32,,0
patrese,1990,2,interlagos,True,False,False,False,False,Italian,williams,4,13,0,0,9,0,0,0,4,0,3,1.011,35,0.0,0
nannini,1990,3,imola,True,False,False,False,False,Italian,benetton,9,3,0,0,13,0,0,11,4,0,5,2.822,30,0.0,0
piquet,1990,3,imola,True,False,False,False,False,Brazilian,benetton,8,5,4,0,6,3,0,4,4,0,5,2.541,37,0.0,0
modena,1990,3,imola,True,False,False,False,False,Italian,brabham,14,17,2,0,8,2,0,5,2,0,6,3.7880000000000003,27,0.0,0
cesaris,1990,3,imola,True,False,False,False,False,Italian,dallara,17,18,0,0,29,0,0,21,0,0,12,3.997,30,0.0,0
moreno,1990,3,imola,True,False,False,False,False,Brazilian,eurobrun,24,26,0,0,18,0,0,13,0,0,11,5.382999999999999,31,0.0,0
mansell,1990,3,imola,True,False,False,False,False,British,ferrari,5,15,3,0,7,0,0,17,12,1,2,1.875,36,0.0,0
prost,1990,3,imola,True,False,False,False,False,French,ferrari,6,4,9,1,2,0,0,22,12,1,2,1.959,35,0.0,0
bernard,1990,3,imola,True,False,False,False,False,French,larrousse,13,13,0,0,11,0,0,8,0,0,8,3.6180000000000003,25,0.0,0
suzuki,1990,3,imola,True,False,False,False,False,Japanese,larrousse,15,21,0,0,23,0,0,16,0,0,8,3.8480000000000003,29,,0
gugelmin,1990,3,imola,True,False,False,False,False,Brazilian,leyton,12,19,0,0,20,0,0,14,0,0,13,3.616,27,0.0,0
alliot,1990,3,imola,True,False,False,False,False,French,ligier,16,9,0,0,16,0,0,0,0,0,10,3.9939999999999998,35,0.0,0
larini,1990,3,imola,True,False,False,False,False,Italian,ligier,20,10,0,0,15,0,0,25,0,0,10,4.343999999999999,26,0.0,0
berger,1990,3,imola,True,False,False,False,False,Austrian,mclaren,2,2,6,0,4,0,0,18,19,1,1,0.561,30,,0
senna,1990,3,imola,True,False,False,False,False,Brazilian,mclaren,1,22,13,1,1,9,1,1,19,1,1,0.0,30,0.0,0
barilla,1990,3,imola,True,False,False,False,False,Italian,minardi,26,11,0,0,21,0,0,15,0,0,7,5.447,29,0.0,0
foitek,1990,3,imola,True,False,False,False,False,Swiss,onyx,23,16,0,0,25,0,0,19,0,0,17,4.891,25,,1
lehto,1990,3,imola,True,False,False,False,False,Finnish,onyx,25,12,0,0,0,0,0,0,0,0,17,5.405,24,,1
grouillard,1990,3,imola,True,False,False,False,False,French,osella,22,14,0,0,28,0,0,20,0,0,16,4.789,31,0.0,0
donnelly,1990,3,imola,True,False,False,False,False,British,team_lotus,11,8,0,0,24,0,0,26,0,0,14,3.4939999999999998,26,0.0,0
warwick,1990,3,imola,True,False,False,False,False,British,team_lotus,10,7,0,0,27,0,0,24,0,0,14,3.4619999999999997,35,0.0,0
alesi,1990,3,imola,True,False,False,False,False,French,tyrrell,7,6,6,0,3,6,0,2,7,0,3,2.01,25,0.0,0
satoru_nakajima,1990,3,imola,True,False,False,False,False,Japanese,tyrrell,19,25,1,0,9,1,0,6,7,0,3,4.312,37,,0
boutsen,1990,3,imola,True,False,False,False,False,Belgian,williams,4,20,6,0,5,4,0,3,6,0,4,1.819,32,,0
patrese,1990,3,imola,True,False,False,False,False,Italian,williams,3,1,0,0,12,0,0,9,6,0,4,1.224,36,0.5,0
caffi,1990,4,monaco,True,False,False,False,False,Italian,arrows,22,5,0,0,26,0,0,22,0,0,11,3.6860000000000004,26,0.0,0
nannini,1990,4,monaco,True,False,False,False,False,Italian,benetton,16,17,4,0,8,0,0,13,10,0,4,2.825,30,0.0,0
piquet,1990,4,monaco,True,False,False,False,False,Brazilian,benetton,10,26,6,0,7,4,0,6,10,0,4,2.252,37,0.0,0
brabham,1990,4,monaco,True,False,False,False,False,Australian,brabham,25,18,0,0,0,0,0,0,2,0,6,4.106,24,0.0,1
modena,1990,4,monaco,True,False,False,False,False,Italian,brabham,14,24,2,0,10,2,0,8,2,0,6,2.6060000000000003,27,0.0,0
cesaris,1990,4,monaco,True,False,False,False,False,Italian,dallara,12,14,0,0,29,0,0,29,0,0,14,2.299,30,0.0,0
mansell,1990,4,monaco,True,False,False,False,False,British,ferrari,7,9,3,0,9,3,0,7,15,1,3,1.419,36,0.0,0
prost,1990,4,monaco,True,False,False,False,False,French,ferrari,2,16,12,1,2,9,1,2,15,1,3,0.462,35,0.0,0
bernard,1990,4,monaco,True,False,False,False,False,French,larrousse,24,6,0,0,14,0,0,11,0,0,9,4.084,25,0.0,0
suzuki,1990,4,monaco,True,False,False,False,False,Japanese,larrousse,15,21,0,0,28,0,0,23,0,0,9,2.7089999999999996,29,,0
alliot,1990,4,monaco,True,False,False,False,False,French,ligier,18,12,0,0,16,0,0,16,0,0,10,2.98,35,0.0,0
larini,1990,4,monaco,True,False,False,False,False,Italian,ligier,17,20,0,0,17,0,0,15,0,0,10,2.892,26,0.0,0
berger,1990,4,monaco,True,False,False,False,False,Austrian,mclaren,5,3,12,0,3,6,0,4,25,1,1,1.368,30,,0
senna,1990,4,monaco,True,False,False,False,False,Brazilian,mclaren,1,1,13,1,1,13,1,1,25,1,1,0.0,30,0.166666667,0
barilla,1990,4,monaco,True,False,False,False,False,Italian,minardi,19,10,0,0,19,0,0,21,0,0,8,3.02,29,0.0,0
martini,1990,4,monaco,True,False,False,False,False,Italian,minardi,8,22,0,0,12,0,0,10,0,0,8,1.835,29,0.0,0
foitek,1990,4,monaco,True,False,False,False,False,Swiss,onyx,20,7,0,0,27,0,0,25,0,0,12,3.053,25,,0
lehto,1990,4,monaco,True,False,False,False,False,Finnish,onyx,26,11,0,0,20,0,0,0,0,0,12,4.194,24,0.0,0
donnelly,1990,4,monaco,True,False,False,False,False,British,team_lotus,11,23,0,0,15,0,0,24,0,0,7,2.286,26,0.0,0
warwick,1990,4,monaco,True,False,False,False,False,British,team_lotus,13,8,0,0,13,0,0,27,0,0,7,2.342,35,0.0,0
alesi,1990,4,monaco,True,False,False,False,False,French,tyrrell,3,2,7,0,5,6,0,3,8,0,5,0.48700000000000004,25,0.0,0
satoru_nakajima,1990,4,monaco,True,False,False,False,False,Japanese,tyrrell,21,15,1,0,11,1,0,9,8,0,5,3.057,37,,0
boutsen,1990,4,monaco,True,False,False,False,False,Belgian,williams,6,4,6,0,6,6,0,5,15,1,2,1.3769999999999998,32,,0
patrese,1990,4,monaco,True,False,False,False,False,Italian,williams,4,13,9,1,4,0,0,12,15,1,2,0.7120000000000001,36,0.0,0
alboreto,1990,5,villeneuve,True,False,False,False,True,Italian,arrows,14,25,0,0,20,0,0,18,2,0,6,3.345,33,0.0,0
caffi,1990,5,villeneuve,True,False,False,False,True,Italian,arrows,26,8,2,0,10,0,0,26,2,0,6,4.7139999999999995,26,0.0,0
nannini,1990,5,villeneuve,True,False,False,False,True,Italian,benetton,4,21,4,0,8,4,0,8,10,0,5,0.903,30,0.0,0
piquet,1990,5,villeneuve,True,False,False,False,True,Brazilian,benetton,5,2,6,0,7,6,0,7,10,0,5,1.169,37,0.0,0
modena,1990,5,villeneuve,True,False,False,False,True,Italian,brabham,10,7,2,0,11,2,0,10,2,0,7,2.261,27,0.0,0
cesaris,1990,5,villeneuve,True,False,False,False,True,Italian,dallara,25,16,0,0,27,0,0,29,0,0,14,4.2219999999999995,31,0.0,0
mansell,1990,5,villeneuve,True,False,False,False,True,British,ferrari,7,3,3,0,9,3,0,9,15,1,3,1.242,36,0.0,0
prost,1990,5,villeneuve,True,False,False,False,True,French,ferrari,3,5,12,1,4,12,1,2,15,1,3,0.42700000000000005,35,0.0,0
bernard,1990,5,villeneuve,True,False,False,False,True,French,larrousse,23,9,1,0,12,0,0,14,1,0,8,4.052,25,0.0,0
suzuki,1990,5,villeneuve,True,False,False,False,True,Japanese,larrousse,18,12,0,0,29,0,0,28,1,0,8,3.516,29,,0
capelli,1990,5,villeneuve,True,False,False,False,True,Italian,leyton,24,10,0,0,0,0,0,0,0,0,15,4.155,27,0.0,0
alliot,1990,5,villeneuve,True,False,False,False,True,French,ligier,17,19,0,0,18,0,0,16,0,0,12,3.5,35,0.0,0
larini,1990,5,villeneuve,True,False,False,False,True,Italian,ligier,20,23,0,0,19,0,0,17,0,0,12,3.886,26,0.0,0
berger,1990,5,villeneuve,True,False,False,False,True,Austrian,mclaren,2,4,16,0,2,12,0,3,38,2,1,0.066,30,0.0,0
senna,1990,5,villeneuve,True,False,False,False,True,Brazilian,mclaren,1,1,22,2,1,13,1,1,38,2,1,0.0,30,0.25,0
martini,1990,5,villeneuve,True,False,False,False,True,Italian,minardi,16,26,0,0,14,0,0,12,0,0,10,3.3960000000000004,29,0.0,0
foitek,1990,5,villeneuve,True,False,False,False,True,Swiss,onyx,21,15,0,0,16,0,0,27,0,0,11,3.998,25,,0
lehto,1990,5,villeneuve,True,False,False,False,True,Finnish,onyx,22,17,0,0,22,0,0,20,0,0,11,4.026,24,0.0,0
grouillard,1990,5,villeneuve,True,False,False,False,True,French,osella,15,13,0,0,28,0,0,25,0,0,16,3.38,31,0.0,0
donnelly,1990,5,villeneuve,True,False,False,False,True,British,team_lotus,12,14,0,0,17,0,0,15,0,0,9,2.3040000000000003,26,0.0,0
