season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,brundle,British,jordan,8,12,3,0,14,3,0,14,15,0,5,2.403,37,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,irvine,British,ferrari,9,13,9,0,10,9,0,10,38,1,3,2.469,30,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,barrichello,Brazilian,jordan,10,14,12,0,9,11,0,9,15,0,5,2.578,24,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,frentzen,German,sauber,11,17,6,0,11,6,0,11,10,0,7,2.625,29,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,herbert,British,sauber,12,18,4,0,13,4,0,13,10,0,7,3.419,32,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,salo,Finnish,tyrrell,13,7,5,0,12,5,0,12,5,0,8,3.521,29,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,panis,French,ligier,14,19,13,1,8,11,1,8,14,1,6,3.646,29,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,diniz,Brazilian,ligier,15,15,1,0,15,1,0,15,14,1,6,4.126,26,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,verstappen,Dutch,footwork,16,16,1,0,16,1,0,16,1,0,9,4.576,24,
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,katayama,Japanese,tyrrell,17,8,0,0,17,0,0,20,5,0,8,4.797,33,
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,rosset,Brazilian,footwork,18,9,0,0,18,0,0,19,1,0,9,5.712,28,0
1996,13,spa,FALSE,FALSE,TRUE,FALSE,TRUE,lamy,Portuguese,minardi,19,10,0,0,20,0,0,18,0,0,10,6.256,24,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,damon_hill,British,williams,1,16,81,7,1,79,7,1,149,10,1,0,35,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,villeneuve,Canadian,williams,2,7,68,3,2,62,3,2,149,10,1,0.317,25,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,michael_schumacher,German,ferrari,3,1,39,2,3,29,1,4,48,2,3,0.577,27,0.1
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,hakkinen,Finnish,mclaren,4,3,23,0,5,19,0,5,41,0,4,0.735,27,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,coulthard,British,mclaren,5,20,18,0,6,18,0,6,41,0,4,0.772,25,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,alesi,French,benetton,6,2,38,0,4,35,0,3,55,0,2,0.997,32,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,irvine,British,ferrari,7,12,9,0,10,9,0,10,48,2,3,1.022,30,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,berger,Austrian,benetton,8,18,17,0,7,16,0,7,55,0,2,1.266,37,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,brundle,British,jordan,9,4,3,0,14,3,0,14,15,0,5,1.833,37,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,barrichello,Brazilian,jordan,10,5,12,0,9,12,0,9,15,0,5,1.99,24,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,panis,French,ligier,11,19,13,1,8,13,1,8,14,1,6,2.002,30,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,herbert,British,sauber,12,9,4,0,13,4,0,13,10,0,7,2.141,32,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,frentzen,German,sauber,13,15,6,0,11,6,0,11,10,0,7,2.301,29,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,diniz,Brazilian,ligier,14,6,1,0,15,1,0,15,14,1,6,2.522,26,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,verstappen,Dutch,footwork,15,8,1,0,16,1,0,16,1,0,9,3.066,24,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,katayama,Japanese,tyrrell,16,10,0,0,17,0,0,17,5,0,8,4.03,33,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,salo,Finnish,tyrrell,17,14,5,0,12,5,0,12,5,0,8,4.268,29,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,lamy,Portuguese,minardi,18,13,0,0,20,0,0,20,0,0,10,4.729,24,
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,rosset,Brazilian,footwork,19,11,0,0,18,0,0,18,1,0,9,4.977,28,0
1996,14,monza,FALSE,FALSE,TRUE,FALSE,FALSE,lavaggi,Italian,minardi,20,17,0,0,22,0,0,22,0,0,10,5.629,38,
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,williams,1,2,81,7,1,81,7,1,149,10,1,0,36,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,villeneuve,Canadian,williams,2,1,68,3,2,68,3,2,149,10,1,0.009,25,1
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,benetton,3,4,44,0,4,38,0,4,61,0,2,0.758,32,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,ferrari,4,3,49,3,3,39,2,3,58,3,3,0.906,27,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,benetton,5,6,17,0,7,17,0,7,61,0,2,0.963,37,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,ferrari,6,5,9,0,10,9,0,10,58,3,3,1.032,30,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,7,17,27,0,5,23,0,5,45,0,4,1.31,27,
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,mclaren,8,13,18,0,6,18,0,6,45,0,4,1.736,25,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,jordan,9,20,14,0,8,12,0,9,20,0,5,1.875,24,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,brundle,British,jordan,10,9,6,0,12,3,0,14,20,0,5,1.994,37,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,sauber,11,7,6,0,11,6,0,11,10,0,7,1.995,29,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,sauber,12,8,4,0,14,4,0,13,10,0,7,2.325,32,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,salo,Finnish,tyrrell,13,11,5,0,13,5,0,12,5,0,8,2.435,29,
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,tyrrell,14,12,0,0,17,0,0,17,5,0,8,2.683,33,
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,ligier,15,10,13,1,9,13,1,8,15,1,6,2.725,30,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,verstappen,Dutch,footwork,16,18,1,0,16,1,0,16,1,0,9,3.201,24,
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,rosset,Brazilian,footwork,17,14,0,0,18,0,0,18,1,0,9,3.9,28,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,diniz,Brazilian,ligier,18,19,2,0,15,1,0,15,15,1,6,3.963,26,0
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,lamy,Portuguese,minardi,19,16,0,0,20,0,0,20,0,0,10,4.18,24,
1996,15,estoril,TRUE,FALSE,FALSE,FALSE,FALSE,lavaggi,Italian,minardi,20,15,0,0,22,0,0,22,0,0,10,5.282,38,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,villeneuve,Canadian,williams,1,16,78,4,2,68,3,2,165,11,1,0,25,
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,damon_hill,British,williams,2,1,87,7,1,81,7,1,165,11,1,0.461,36,0.142857143
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,michael_schumacher,German,ferrari,3,2,53,3,3,49,3,3,64,3,3,1.162,27,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,berger,Austrian,benetton,4,4,18,0,6,17,0,7,65,0,2,1.455,37,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,hakkinen,Finnish,mclaren,5,3,27,0,5,27,0,5,45,0,4,1.549,28,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,irvine,British,ferrari,6,14,11,0,10,9,0,10,64,3,3,2.096,30,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,frentzen,German,sauber,7,6,6,0,11,6,0,11,10,0,7,2.368,29,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,coulthard,British,mclaren,8,8,18,0,7,18,0,6,45,0,4,2.475,25,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,alesi,French,benetton,9,19,47,0,4,44,0,4,65,0,2,2.653,32,
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,brundle,British,jordan,10,5,6,0,12,6,0,12,20,0,5,2.691,37,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,barrichello,Brazilian,jordan,11,9,14,0,8,14,0,8,20,0,5,3.01,24,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,panis,French,ligier,12,7,13,1,9,13,1,9,15,1,6,3.297,30,
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,herbert,British,sauber,13,10,4,0,14,4,0,14,10,0,7,3.749,32,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,katayama,Japanese,tyrrell,14,15,0,0,17,0,0,17,5,0,8,3.802,33,
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,salo,Finnish,tyrrell,15,17,5,0,13,5,0,13,5,0,8,3.931,29,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,diniz,Brazilian,ligier,16,18,2,0,15,2,0,15,15,1,6,4.287,26,0
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,verstappen,Dutch,footwork,17,11,1,0,16,1,0,16,1,0,9,4.474,24,
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,lamy,Portuguese,minardi,18,12,0,0,20,0,0,20,0,0,10,5.965,24,
1996,16,suzuka,TRUE,FALSE,TRUE,FALSE,FALSE,rosset,Brazilian,footwork,19,13,0,0,18,0,0,18,1,0,9,6.503,28,0
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,frentzen,German,williams,2,8,0,0,0,0,0,0,0,0,0,0,29,0
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,michael_schumacher,German,ferrari,3,2,0,0,0,0,0,0,0,0,0,0.349,28,0
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,coulthard,British,mclaren,4,1,0,0,0,0,0,0,0,0,0,0.408,25,0.111111111
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,hakkinen,Finnish,mclaren,6,3,0,0,0,0,0,0,0,0,0,0.848,28,0
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,panis,French,prost,9,5,0,0,0,0,0,0,0,0,0,1.719,30,
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,berger,Austrian,benetton,10,4,0,0,0,0,0,0,0,0,0,1.747,37,
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,larini,Italian,sauber,13,6,0,0,0,0,0,0,0,0,0,2.204,32,0
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,nakano,Japanese,prost,16,7,0,0,0,0,0,0,0,0,0,2.866,25,
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,trulli,Italian,minardi,17,9,0,0,0,0,0,0,0,0,0,2.997,22,0
1997,1,albert_park,FALSE,FALSE,TRUE,FALSE,FALSE,diniz,Brazilian,arrows,22,10,0,0,0,0,0,0,0,0,0,4.849,26,
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,villeneuve,Canadian,williams,1,1,0,0,0,0,0,0,0,0,6,0,25,1
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,michael_schumacher,German,ferrari,2,5,6,0,2,0,0,0,6,0,2,0.59,28,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,berger,Austrian,benetton,3,2,3,0,4,0,0,0,3,0,3,0.64,37,
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,hakkinen,Finnish,mclaren,4,4,4,0,3,0,0,0,14,1,1,0.688,28,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,panis,French,prost,5,3,2,0,5,0,0,0,2,0,4,0.752,30,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,alesi,French,benetton,6,6,0,0,0,0,0,0,3,0,3,0.753,32,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,fisichella,Italian,jordan,7,8,0,0,0,0,0,0,0,0,0,0.908,24,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,frentzen,German,williams,8,9,0,0,8,0,0,0,0,0,6,0.967,29,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,damon_hill,British,arrows,9,17,0,0,0,0,0,0,0,0,8,1.086,36,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,coulthard,British,mclaren,12,10,10,1,1,0,0,0,14,1,1,1.258,26,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,herbert,British,sauber,13,7,0,0,0,0,0,0,1,0,5,1.405,32,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,irvine,British,ferrari,14,16,0,0,0,0,0,0,6,0,2,1.523,31,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,nakano,Japanese,prost,15,14,0,0,7,0,0,0,2,0,4,1.995,25,
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,diniz,Brazilian,arrows,16,21,0,0,10,0,0,0,0,0,8,2.091,26,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,trulli,Italian,minardi,17,12,0,0,9,0,0,0,0,0,7,2.332,22,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,katayama,Japanese,minardi,18,18,0,0,0,0,0,0,0,0,7,2.553,33,
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,larini,Italian,sauber,19,11,1,0,6,0,0,0,1,0,5,2.64,33,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,verstappen,Dutch,tyrrell,21,15,0,0,0,0,0,0,0,0,0,2.881,25,0
1997,2,interlagos,FALSE,FALSE,TRUE,FALSE,TRUE,salo,Finnish,tyrrell,22,13,0,0,0,0,0,0,0,0,0,3.27,30,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,villeneuve,Canadian,williams,1,1,10,1,2,0,0,0,10,1,2,0,26,1
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,frentzen,German,williams,2,20,0,0,11,0,0,8,10,1,2,0.798,29,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,panis,French,prost,3,19,6,0,6,2,0,5,6,0,5,1.018,30,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,michael_schumacher,German,ferrari,4,21,8,0,4,6,0,2,8,0,4,1.3,28,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,ralf_schumacher,German,jordan,6,3,0,0,0,0,0,0,0,0,7,1.745,21,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,irvine,British,ferrari,7,2,0,0,17,0,0,0,8,0,4,1.854,31,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,herbert,British,sauber,8,4,0,0,10,0,0,0,1,0,6,2.091,32,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,fisichella,Italian,jordan,9,17,0,0,12,0,0,0,0,0,7,2.146,24,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,coulthard,British,mclaren,10,22,10,1,1,10,1,1,17,1,1,2.326,26,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,alesi,French,benetton,11,7,1,0,8,0,0,0,10,0,3,2.603,32,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,berger,Austrian,benetton,12,6,9,0,3,3,0,4,10,0,3,2.786,37,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,damon_hill,British,arrows,13,16,0,0,18,0,0,0,0,0,9,2.808,36,0
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,larini,Italian,sauber,14,11,1,0,7,1,0,6,1,0,6,3.217,33,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,magnussen,Danish,stewart,15,10,0,0,0,0,0,0,0,0,0,3.562,23,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,verstappen,Dutch,tyrrell,16,14,0,0,16,0,0,0,0,0,10,3.621,25,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,hakkinen,Finnish,mclaren,17,5,7,0,5,4,0,3,17,1,1,3.662,28,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,trulli,Italian,minardi,18,9,0,0,13,0,0,9,0,0,8,3.687,22,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,salo,Finnish,tyrrell,19,8,0,0,15,0,0,0,0,0,10,3.751,30,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,nakano,Japanese,prost,20,13,0,0,9,0,0,7,6,0,5,3.893,26,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,katayama,Japanese,minardi,21,15,0,0,19,0,0,0,0,0,8,3.94,33,
1997,3,galvez,FALSE,FALSE,FALSE,FALSE,TRUE,diniz,Brazilian,arrows,22,12,0,0,14,0,0,10,0,0,9,4.496,26,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,villeneuve,Canadian,williams,1,13,20,2,1,10,1,2,20,2,1,0,26,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,frentzen,German,williams,2,1,0,0,13,0,0,11,20,2,1,0.343,29,0.111111111
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,ferrari,3,2,8,0,5,8,0,4,14,0,3,0.652,28,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,panis,French,prost,4,8,6,0,7,6,0,6,6,0,5,0.772,30,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,ralf_schumacher,German,jordan,5,17,4,0,8,0,0,0,4,0,6,0.778,21,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,fisichella,Italian,jordan,6,4,0,0,15,0,0,12,4,0,6,1.293,24,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,herbert,British,sauber,7,16,3,0,9,0,0,10,4,0,7,1.42,32,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,8,6,9,0,4,7,0,5,19,1,2,1.509,28,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,irvine,British,ferrari,9,3,6,0,6,0,0,17,14,0,3,1.558,31,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,coulthard,British,mclaren,10,14,10,1,2,10,1,1,19,1,2,1.774,26,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,benetton,11,20,10,0,3,9,0,3,11,0,4,2.068,37,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,larini,Italian,sauber,12,7,1,0,11,1,0,7,4,0,7,2.241,33,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,alesi,French,benetton,14,5,1,0,10,1,0,8,11,0,4,2.426,32,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,arrows,15,19,0,0,20,0,0,18,0,0,10,2.44,36,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,magnussen,Danish,stewart,16,21,0,0,18,0,0,0,0,0,11,2.889,23,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,diniz,Brazilian,arrows,17,12,0,0,17,0,0,14,0,0,10,2.95,26,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,nakano,Japanese,prost,18,18,0,0,12,0,0,9,6,0,5,3.409,26,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,salo,Finnish,tyrrell,19,9,0,0,14,0,0,15,0,0,8,3.549,30,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,trulli,Italian,minardi,20,22,0,0,16,0,0,13,0,0,9,3.657,22,0
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,verstappen,Dutch,tyrrell,21,10,0,0,19,0,0,16,0,0,8,4.125,25,
1997,4,imola,FALSE,FALSE,FALSE,FALSE,FALSE,katayama,Japanese,minardi,22,11,0,0,21,0,0,19,0,0,9,5.424,33,
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,frentzen,German,williams,1,11,10,1,3,0,0,13,30,3,1,0,29,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,michael_schumacher,German,ferrari,2,1,14,0,2,8,0,5,24,0,2,0.019,28,0.1
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,villeneuve,Canadian,williams,3,15,20,2,1,20,2,1,30,3,1,0.367,26,
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,fisichella,Italian,jordan,4,6,3,0,11,0,0,15,7,0,5,0.449,24,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,coulthard,British,mclaren,5,19,10,1,4,10,1,2,20,1,3,0.563,26,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,ralf_schumacher,German,jordan,6,16,4,0,9,4,0,8,7,0,5,0.727,21,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,herbert,British,sauber,7,17,3,0,10,3,0,9,4,0,7,0.889,32,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,8,20,10,0,7,9,0,4,20,1,3,0.903,28,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,alesi,French,benetton,9,14,3,0,12,1,0,10,13,0,4,1.047,32,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,barrichello,Brazilian,stewart,10,2,0,0,0,0,0,0,0,0,11,1.079,24,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,larini,Italian,sauber,11,13,1,0,13,1,0,11,4,0,7,1.252,33,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,panis,French,prost,12,4,6,0,8,6,0,7,6,0,6,1.41,30,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,damon_hill,British,arrows,13,21,0,0,21,0,0,20,0,0,10,1.458,36,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,salo,Finnish,tyrrell,14,5,0,0,15,0,0,14,0,0,8,1.478,30,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,irvine,British,ferrari,15,3,10,0,5,6,0,6,24,0,2,1.507,31,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,diniz,Brazilian,arrows,16,22,0,0,18,0,0,17,0,0,10,1.644,26,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,berger,Austrian,benetton,17,9,10,0,6,10,0,3,13,0,4,1.983,37,
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,trulli,Italian,minardi,18,18,0,0,16,0,0,16,0,0,9,2.133,22,0
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,magnussen,Danish,stewart,19,7,0,0,19,0,0,18,0,0,11,2.3,23,
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,katayama,Japanese,minardi,20,10,0,0,20,0,0,21,0,0,9,2.39,33,
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,nakano,Japanese,prost,21,12,0,0,14,0,0,12,6,0,6,2.745,26,
1997,5,monaco,FALSE,TRUE,FALSE,FALSE,FALSE,verstappen,Dutch,tyrrell,22,8,0,0,17,0,0,19,0,0,8,3.074,25,
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,villeneuve,Canadian,williams,1,1,20,2,2,20,2,1,30,3,2,0,26,1
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,frentzen,German,williams,2,8,10,1,4,10,1,3,30,3,2,0.266,30,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,coulthard,British,mclaren,3,6,10,1,5,10,1,4,20,1,3,0.996,26,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,alesi,French,benetton,4,3,3,0,13,3,0,12,13,0,4,1.192,32,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,hakkinen,Finnish,mclaren,5,7,10,0,7,10,0,7,20,1,3,1.212,28,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,berger,Austrian,benetton,6,10,10,0,6,10,0,6,13,0,4,1.516,37,
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,michael_schumacher,German,ferrari,7,4,24,1,1,14,0,2,38,1,1,1.788,28,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,fisichella,Italian,jordan,8,9,4,0,11,3,0,11,8,0,6,1.86,24,
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,ralf_schumacher,German,jordan,9,17,4,0,10,4,0,9,8,0,6,1.898,21,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,herbert,British,sauber,10,5,3,0,12,3,0,10,4,0,8,1.969,32,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,irvine,British,ferrari,11,12,14,0,3,10,0,5,38,1,1,2.348,31,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,panis,French,prost,12,2,9,0,8,6,0,8,9,0,5,2.632,30,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,morbidelli,Italian,sauber,13,14,0,0,0,0,0,0,4,0,8,2.798,29,
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,salo,Finnish,tyrrell,14,19,2,0,14,0,0,15,2,0,9,3.554,30,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,damon_hill,British,arrows,15,21,0,0,22,0,0,21,0,0,11,3.564,36,0
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,nakano,Japanese,prost,16,20,0,0,17,0,0,14,9,0,5,3.578,26,
1997,6,catalunya,TRUE,FALSE,FALSE,FALSE,FALSE,barrichello,Brazilian,stewart,17,18,6,0,9,0,0,0,6,0,7,3.73,25,0
